household_id,state_region,township,household_size,monthly_income,has_debt,total_debt,monthly_debt_repayment,savings_duration_weeks,market_access,female_headed_household,disability_present,displacement_status
HH01214,Mon,Thaton,3,436978.0,Yes,20000,91990,0,Yes,No,No,Resident
HH01215,Magway,Magway,7,778997.0,No,0,0,3,Unknown,No,No,IDP
HH01216,Magway,Magway,3,399084.0,N,0,0,1,Yes,No,No,Resident
HH01217,Rakhine,Mrauk-U,5,108006 MMK,N,0,0,0,Yes,Yes,No,Resident
HH01218,Ayeyarwady,Myaungmya,9,348735.0,Yes,800914,96398,3,Yes,No,No,Resident
HH01219,Bago,Pyay,1,681813.0,Y,466274,142038,2,Yes,No,Yes,IDP
HH01220,Kayin,Hpa-An,5,487693.0,Yes,489043,93940,2,No,Yes,No,Resident
HH01221,Shan North,Muse,5,269006.0,No,0,0,2,No,No,No,Resident
HH01222,Rakhine,Kyaukphyu,6,296656.0,Yes,858123,152343,0,No,Yes,No,Resident
HH01223,Tanintharyi,Dawei,4,319254.0,Yes,539040,45606,0,No,Yes,No,Resident
HH01224,Shan North,Muse,4,485016.0,Yes,125649,144857,2,Yes,No,Yes,Resident
HH01225,Kayah,Hpruso,3,660875.0,yes,797494,95388,2,No,No,No,IDP
HH01226,Tanintharyi,Myeik,6,609436.0,N,0,0,0,Yes,No,Yes,Resident
HH01227,Magway,Pakokku,6,502082.0,no,0,0,1,Yes,No,No,Resident
HH01228,Tanintharyi,Dawei,3,180304.0,No,0,0,2,No,No,No,Resident
HH01229,Mandalay,Kyaukse,4,180972.0,No,0,0,3,Yes,Yes,No,Resident
HH01230,Kachin,Bhamo,7,515985.0,No,0,0,4,Yes,No,No,Resident
HH01231,Bago,Taungoo,1,177815.0,Y,1740846,89627,1,Yes,Yes,No,Resident
HH01232,Ayeyarwady,Hinthada,4,379398.0,No,0,0,2,No,No,No,Resident
HH01233,Tanintharyi,Kawthaung,5,,N,0,0,2,Yes,No,No,IDP
HH01234,Ayeyarwady,Pathein,4,215233.0,yes,194188,66184,1,No,No,No,Resident
HH01235,Shan South,Pekon,4,235633.0,yes,308826,57186,0,Y,No,Yes,Resident
HH01236,Kachin,Myitkyina,5,403058.0,Yes,509094,48584,0,No,No,No,Returnee
HH01237,Sagaing,Shwebo,3,510657.0,Y,162351,146663,4,Yes,Yes,No,Resident
HH01238,Magway,Pakokku,5,611073.0,Yes,754597,64854,1,Y,No,No,Resident
HH01239,Kachin,Bhamo,6,529270.0,Yes,915173,96198,3,Yes,No,No,Resident
HH01240,Sagaing,Shwebo,5,433258.0,N,0,0,2,N,No,Yes,Returnee
HH01241,Rakhine,Sittwe,2,285685.0,Y,746492,105825,1,No,Yes,No,Resident
HH01242,Ayeyarwady,Pathein,7,227237.0,N,0,0,4,Yes,Yes,No,Resident
HH01243,Tanintharyi,Myeik,3,328042.0,Yes,696877,105160,3,Y,No,No,Resident
HH01244,Kayin,Kawkareik,6,493788.0,no,0,0,0,Yes,Yes,No,Resident
HH01245,Mon,Mawlamyine,4,480592.0,no,0,0,4,Yes,No,No,Resident
HH01246,Tanintharyi,Myeik,6,50000.0,No,0,0,2,Yes,No,No,Resident
HH01247,Mon,Mawlamyine,3,278578.0,yes,913589,82322,1,No,No,No,IDP
HH01248,Kayin,Kawkareik,3,636811.0,Yes,572862,143868,3,No,No,No,IDP
HH01249,Kachin,Bhamo,5,434259.0,N,0,0,3,N,Yes,No,Resident
HH01250,Tanintharyi,Kawthaung,1,164938.0,yes,482734,92609,1,Yes,No,No,Resident
HH01251,Chin,Hakha,3,844048.0,yes,794868,47570,12,No,No,No,Resident
HH01252,Kayah,Loikaw,6,414790 MMK,yes,367262,59077,3,No,Yes,No,Resident
HH01253,Magway,Magway,7,489180.0,No,0,0,2,No,No,No,Resident
HH01254,Bago,Pyay,2,491914.0,yes,477724,9384,0,Yes,No,No,Resident
HH01255,Shan North,Laukkaing,7,353833.0,Y,421977,86980,1,Yes,Yes,No,IDP
HH01256,Magway,Minbu,6,289037.0,Yes,1093080,99948,1,No,No,No,Resident
HH01257,Chin,Matupi,7,801901.0,Yes,20000,103859,3,Yes,Yes,No,Resident
HH01258,Rakhine,Mrauk-U,6,600577.0,N,0,0,2,Yes,No,No,IDP
HH01259,Rakhine,Mrauk-U,6,567949.0,Y,454647,95389,4,No,No,No,Resident
HH01260,Bago,Pyay,5,523732.0,Y,645053,66329,1,Yes,No,Yes,IDP
HH01261,Chin,Hakha,5,239403.0,yes,614217,73991,3,Yes,No,No,IDP
HH01262,Mon,Thaton,7,649955.0,Y,1120542,74115,4,Yes,Yes,No,Resident
HH01263,Kayin,Myawaddy,2,268236.0,No,0,0,4,No,No,Yes,Resident
HH01264,Bago,Bago,4,470992.0,No,0,0,4,Unknown,Yes,No,Resident
HH01265,Chin,Hakha,2,124910.0,Y,1029938,117296,8,Yes,No,No,IDP
HH01266,Sagaing,Shwebo,8,52645.0,N,0,0,0,Yes,Yes,No,Resident
HH01267,Sagaing,Shwebo,4,477292.0,Y,883466,5000,3,Y,Yes,No,IDP
HH01268,Kayah,Hpruso,6,274362.0,Y,1040821,54394,12,Yes,Yes,No,Resident
HH01269,Tanintharyi,Myeik,7,61950.0,N,0,0,2,Unknown,Yes,No,IDP
HH01270,Sagaing,Kalay,9,517310.0,N,0,0,1,No,Yes,No,Resident
HH01271,Kayah,Demoso,3,801615 MMK,yes,900505,31236,12,Yes,Yes,No,Returnee
HH01272,Magway,Pakokku,6,670121.0,Yes,235224,163937,0,Yes,No,No,Resident
HH01273,Tanintharyi,Dawei,7,373683.0,N,0,0,1,Yes,No,No,Resident
HH01274,Shan North,Laukkaing,2,421592.0,Y,315056,126575,0,Y,No,No,IDP
HH01275,Ayeyarwady,Hinthada,6,579787.0,Yes,691447,56095,2,Yes,No,No,Resident
HH01276,Shan North,Lashio,4,621983.0,Y,634310,16451,1,Y,No,No,Resident
HH01277,Shan North,Muse,5,358164.0,N,0,0,2,No,No,No,IDP
HH01278,Ayeyarwady,Myaungmya,5,426152.0,Y,645186,26277,8,Y,No,No,IDP
HH01279,Sagaing,Shwebo,3,474111.0,N,0,0,2,N,No,No,Resident
HH01280,Mon,Mawlamyine,3,519698.0,Yes,511595,116638,2,Yes,No,No,Resident
HH01281,Ayeyarwady,Pathein,2,396046.0,Yes,738967,8302,8,No,Yes,No,Resident
HH01282,Ayeyarwady,Myaungmya,2,398385.0,No,0,0,4,Y,No,No,Resident
HH01283,Kayah,Hpruso,5,668370.0,No,0,0,1,Yes,No,No,Resident
HH01284,Bago,Taungoo,4,637714.0,Y,948021,74681,0,Yes,No,No,Resident
HH01285,Kayah,Hpruso,3,,yes,460235,108600,2,Yes,No,No,Resident
HH01286,Sagaing,Monywa,6,729440.0,N,0,0,4,Yes,No,No,Resident
HH01287,Mon,Mawlamyine,6,350440.0,Yes,591478,22545,2,N,No,No,IDP
HH01288,Chin,Hakha,5,712135.0,No,0,0,1,Yes,Yes,No,Resident
HH01289,Magway,Pakokku,8,517653.0,Yes,1296733,74222,3,No,Yes,No,Resident
HH01290,Shan South,Hopong,4,1008785.0,Y,621515,56770,3,Unknown,No,No,IDP
HH01291,Chin,Matupi,7,205353.0,Yes,1062988,51380,2,Yes,Yes,No,IDP
HH01292,Mon,Mawlamyine,2,295918.0,Y,109257,44460,8,No,No,No,Resident
HH01293,Kayin,Kawkareik,6,495384.0,N,0,0,4,Yes,Yes,No,Returnee
HH01294,Sagaing,Shwebo,9,491502.0,Y,1114371,112446,3,Yes,No,No,Resident
HH01295,Tanintharyi,Dawei,7,771025.0,Yes,560745,136796,3,Yes,No,No,Resident
HH01296,Rakhine,Kyaukphyu,5,299693.0,No,0,0,3,Yes,No,No,Resident
HH01297,Chin,Matupi,5,582885.0,Y,911780,63003,2,Yes,No,No,Resident
HH01298,Shan North,Muse,4,629243.0,Y,591932,89819,2,Yes,No,No,Resident
HH01299,Rakhine,Kyaukphyu,6,546837.0,Yes,358840,75203,3,Yes,No,Yes,Resident
HH01300,Sagaing,Shwebo,6,247021.0,yes,757980,5000,2,Yes,No,No,IDP
HH01301,Ayeyarwady,Myaungmya,9,673397.0,Y,583738,61362,2,No,No,No,Resident
HH01302,Kayah,Demoso,5,641278.0,No,0,0,0,Yes,Yes,No,Resident
HH01303,Shan North,Laukkaing,2,527925.0,Yes,1009824,5000,3,Y,No,No,Resident
HH01304,Mon,Mawlamyine,5,456783.0,No,0,0,3,N,No,No,Resident
HH01305,Shan South,Taunggyi,2,460699.0,No,0,0,1,No,No,No,IDP
HH01306,Shan North,Laukkaing,3,405828.0,Yes,516473,53321,1,No,No,Yes,Resident
HH01307,Chin,Hakha,4,535341.0,Y,986025,73040,1,No,No,No,IDP
HH01308,Chin,Hakha,6,425604.0,No,0,0,12,No,No,Yes,IDP
HH01309,Kayah,Hpruso,3,267266.0,yes,1278633,104800,8,N,No,No,Resident
HH01310,Bago,Bago,3,,no,0,0,2,Unknown,No,No,Resident
HH01311,Rakhine,Mrauk-U,2,284633.0,Yes,506422,85785,1,Yes,No,Yes,Resident
HH01312,Kachin,Myitkyina,7,459984.0,Yes,526076,113673,3,No,Yes,No,IDP
HH01313,Ayeyarwady,Pathein,6,415148.0,N,0,0,2,Y,No,No,Resident
HH01314,Bago,Taungoo,1,458762.0,no,0,0,12,Yes,Yes,No,Resident
HH01315,Mon,Mawlamyine,1,510146.0,yes,183731,37934,0,No,No,No,Resident
HH01316,Kachin,Myitkyina,5,307082.0,Yes,809491,130159,0,No,No,No,Resident
HH01317,Shan North,Laukkaing,4,683819.0,Yes,20000,136851,2,No,No,No,Resident
HH01318,Shan South,Hopong,5,371812.0,Yes,600953,5000,1,Yes,Yes,No,Resident
HH01319,Kayin,Hpa-An,4,341983.0,yes,20000,6178,2,Yes,Yes,No,Resident
HH01320,Kayah,Hpruso,8,,Y,643103,72035,4,Yes,Yes,No,Resident
HH01321,Magway,Magway,4,89428.0,Y,871620,50273,0,No,No,No,IDP
HH01322,Chin,Matupi,6,277704.0,Y,262186,56411,1,N,No,No,IDP
HH01323,Rakhine,Sittwe,2,596593.0,Yes,661764,85385,3,N,No,No,Resident
HH01324,Mon,Ye,8,107264.0,Y,373792,115565,4,Yes,No,No,IDP
HH01325,Mon,Thaton,9,621163.0,Yes,432511,35863,2,Yes,No,No,IDP
HH01326,Mandalay,Myingyan,6,692005.0,Y,460163,123368,1,Y,No,No,Resident
HH01327,Shan North,Muse,5,353498.0,N,0,0,2,No,Yes,No,IDP
HH01328,Magway,Minbu,3,472526.0,Y,603521,43747,2,Yes,No,No,IDP
HH01329,Shan North,Muse,6,621436.0,No,0,0,4,Yes,No,No,Resident
HH01330,Kachin,Myitkyina,6,335978.0,yes,974138,171424,2,Yes,No,No,Resident
HH01331,Kayin,Kawkareik,3,576200.0,N,0,0,1,Y,Yes,No,Resident
HH01332,Ayeyarwady,Myaungmya,4,299193.0,Yes,723389,130523,4,No,Yes,No,Resident
HH01333,Kayah,Loikaw,5,334032.0,Yes,1012627,47746,2,Yes,No,No,Returnee
HH01334,Bago,Pyay,7,276119.0,Y,659322,17285,0,N,No,No,Resident
HH01335,Rakhine,Mrauk-U,6,481676 MMK,Yes,578270,46821,2,No,No,No,Resident
HH01336,Tanintharyi,Myeik,5,628434.0,Yes,508990,41255,8,N,No,No,IDP
HH01337,Shan South,Hopong,5,386860.0,Yes,549516,98950,3,Yes,No,No,Resident
HH01338,Kachin,Putao,4,191175.0,Yes,608178,5000,1,Yes,Yes,No,Resident
HH01339,Ayeyarwady,Pathein,4,225113.0,No,0,0,3,N,No,Yes,IDP
HH01340,Kayah,Hpruso,2,491028.0,Y,388858,6627,1,Unknown,Yes,No,Resident
HH01341,Rakhine,Mrauk-U,6,,Yes,735421,97649,2,Unknown,No,No,Resident
HH01342,Magway,Minbu,4,490870.0,N,0,0,2,Y,No,Yes,Resident
HH01343,Magway,Minbu,4,350359.0,Yes,739792,39567,1,Yes,No,No,IDP
HH01344,Shan South,Pekon,3,557913.0,Yes,736399,53845,1,Yes,No,No,Resident
HH01345,Mandalay,Kyaukse,3,376890.0,Yes,251621,108387,8,Yes,No,No,Resident
HH01346,Tanintharyi,Myeik,5,351909.0,N,0,0,1,N,No,No,Resident
HH01347,Bago,Taungoo,3,247477.0,no,0,0,4,Yes,No,No,IDP
HH01348,Shan North,Muse,2,673521.0,No,0,0,3,No,No,No,Resident
HH01349,Ayeyarwady,Pathein,6,50000.0,Yes,936310,117700,2,N,No,No,Resident
HH01350,Southern Shan,Pekon,4,,Yes,437078,128071,0,Unknown,No,No,IDP
HH01351,Sagaing,Monywa,4,336526.0,Yes,477246,104408,1,N,Yes,No,IDP
HH01352,Kayah,Demoso,4,346139.0,yes,471181,64921,0,No,No,No,Resident
HH01353,Kayin,Hpa-An,6,724617.0,Yes,20000,61414,2,Yes,No,No,Resident
HH01354,Mon,Mawlamyine,4,291456.0,no,0,0,12,Unknown,Yes,No,Resident
HH01355,Chin,Matupi,6,297588.0,Y,681881,56548,8,Yes,No,No,Resident
HH01356,Kayin,Hpa-An,8,396529.0,Y,1264666,22689,0,Yes,No,No,Resident
HH01357,Kachin,Bhamo,6,494493.0,yes,452747,34281,1,Unknown,Yes,No,IDP
HH01358,Magway,Minbu,4,340466.0,Yes,452678,121414,0,No,Yes,No,Resident
HH01359,Magway,Minbu,6,136705.0,N,0,0,12,No,No,No,IDP
HH01360,Kayah,Demoso,4,264174.0,Yes,1167311,43464,1,Yes,No,No,Resident
HH01361,Magway,Pakokku,4,650640.0,yes,396947,22929,1,Yes,No,No,IDP
HH01362,Sagaing,Kalay,5,433460.0,Y,1107200,125445,2,N,Yes,No,Resident
HH01363,Kachin,Putao,4,501196.0,Yes,612906,12176,2,No,No,No,Resident
HH01364,Mandalay,Kyaukse,2,,yes,192668,82678,1,Yes,Yes,No,Resident
HH01365,Rakhine,Sittwe,4,301290.0,Yes,842268,5000,3,No,No,No,Resident
HH01366,Sagaing,Monywa,3,721963.0,Yes,537542,147823,0,N,Yes,No,Resident
HH01367,Kachin,Myitkyina,4,386125.0,N,0,0,0,N,Yes,Yes,Resident
HH01368,Kayin,Hpa-An,5,340193.0,No,0,0,0,Yes,Yes,No,IDP
HH01369,Tanintharyi,Kawthaung,8,617306.0,yes,573872,142034,1,No,No,No,Resident
HH01370,Shan South,Taunggyi,1,289975.0,Y,877166,26207,12,Yes,No,No,Resident
HH01371,Mon,Mawlamyine,5,312949.0,Y,547565,69209,2,Yes,No,No,Resident
HH01372,Kachin,Putao,4,421844.0,Yes,316621,31356,4,Yes,No,No,IDP
HH01373,Kayin,Kawkareik,1,420049.0,Yes,1177369,31019,1,No,No,No,Resident
HH01374,Kayah,Loikaw,3,466730.0,no,0,0,3,No,No,No,Resident
HH01375,Mon,Thaton,2,796500.0,Yes,1027453,55358,12,Yes,No,No,Resident
HH01376,Tanintharyi,Myeik,3,480525.0,Y,641026,100283,1,Yes,No,No,Resident
HH01377,Tanintharyi,Myeik,4,50000.0,Yes,440504,100556,12,Yes,Yes,No,Resident
HH01378,Ayeyarwady,Myaungmya,4,478734.0,Yes,20000,94787,3,Yes,No,No,Resident
HH01379,Rakhine,Kyaukphyu,5,426818.0,Y,20000,64792,3,No,No,No,Resident
HH01380,Rakhine,Kyaukphyu,1,427821.0,N,0,0,1,Yes,No,No,IDP
HH01381,Tanintharyi,Dawei,3,464271.0,N,0,0,3,Yes,Yes,Yes,Resident
HH01382,Chin,Hakha,2,414838.0,yes,948985,103003,2,Unknown,No,No,Resident
HH01383,Kachin,Bhamo,5,,Yes,195556,22365,12,Yes,No,No,Resident
HH01384,Mon,Mawlamyine,4,530348.0,No,0,0,8,N,Yes,No,IDP
HH01385,Kayah,Demoso,5,322425.0,Yes,408965,83380,1,No,Yes,No,Resident
HH01386,Chin,Hakha,3,249416.0,N,0,0,8,No,No,Yes,Resident
HH01387,Rakhine,Kyaukphyu,1,964281.0,Yes,20000,74405,8,No,No,No,IDP
HH01388,Kachin,Myitkyina,8,291146.0,Y,759000,62263,2,Yes,No,No,Resident
HH01389,Mon,Mawlamyine,2,438026.0,Yes,833862,85068,0,Y,No,No,Resident
HH01390,Mon,Mawlamyine,3,150781.0,yes,460421,5000,0,Y,No,No,Resident
HH01391,Kachin,Myitkyina,3,440964.0,yes,696695,32112,0,Yes,No,No,Resident
HH01392,Rakhine,Mrauk-U,9,252019.0,yes,447580,96561,0,No,No,No,Resident
HH01393,Tanintharyi,Myeik,5,340355.0,Yes,1146067,73287,12,No,Yes,No,Resident
HH01394,Ayeyarwady,Myaungmya,5,608112.0,no,0,0,1,N,Yes,No,Resident
HH01395,Chin,Hakha,9,504962.0,Yes,843923,9998,3,Y,No,No,Resident
HH01396,Shan South,Pekon,2,522314.0,Yes,735933,72304,3,Yes,Yes,No,Returnee
HH01397,Shan South,Pekon,9,101183.0,Yes,1080230,50679,3,N,No,No,Resident
HH01398,Shan North,Muse,3,,Yes,565427,122647,1,Unknown,No,No,Returnee
HH01399,Sagaing,Kalay,5,205461.0,Y,617788,25102,2,No,No,Yes,Resident
HH01400,Kachin,Myitkyina,4,695141.0,Yes,1543072,26463,2,Yes,Yes,No,IDP
HH01401,Bago,Pyay,4,603878.0,No,0,0,2,Y,No,No,IDP
HH01402,Chin,Matupi,8,523920.0,Y,627355,90601,0,No,No,No,Resident
HH01403,Kachin,Putao,3,266103.0,yes,743666,66462,3,Yes,No,No,Resident
HH01404,Kachin,Bhamo,9,447286.0,Y,585334,64428,0,N,No,No,Resident
HH01405,Mandalay,Kyaukse,4,335234.0,Y,259423,171760,2,No,Yes,No,Resident
HH01406,Mandalay,Myingyan,5,425227.0,Yes,573003,101862,1,Y,Yes,No,Resident
HH01407,Kachin,Bhamo,8,375023.0,yes,532871,59036,1,No,No,No,Returnee
HH01408,Mon,Ye,2,53050.0,Yes,490595,5257,4,Yes,No,No,Resident
HH01409,Sagaing,Monywa,8,621921.0,Yes,593783,56685,0,Unknown,No,No,Resident
HH01410,Chin,Tedim,5,405401.0,Yes,1060034,21148,8,No,No,No,Resident
HH01411,Sagaing,Monywa,6,332736.0,Y,447998,34570,8,Yes,No,No,Resident
HH01412,Rakhine,Sittwe,3,319141.0,No,0,0,1,Yes,No,No,Resident
HH01413,Chin,Tedim,5,484523.0,Y,1154886,35877,1,Yes,Yes,No,Resident
HH01414,Bago,Bago,6,259124.0,No,0,0,0,No,Yes,No,IDP
HH01415,Shan South,Pekon,4,50000.0,No,0,0,8,Yes,No,No,Resident
HH01416,Ayeyarwady,Hinthada,3,493283.0,No,0,0,2,N,No,No,Resident
HH01417,Shan South,Pekon,3,513439.0,Yes,846805,118657,0,Unknown,No,No,Resident
HH01418,Kayin,Kawkareik,7,384066.0,No,0,0,2,No,Yes,No,Resident
HH01419,Mon,Ye,1,213377.0,Y,598857,13044,0,Yes,No,No,Resident
HH01420,Kayin,Myawaddy,6,436008.0,Y,172546,113689,2,No,Yes,No,Resident
HH01421,Tanintharyi,Dawei,9,156384.0,Yes,208792,92641,2,Yes,No,No,Resident
HH01422,Tanintharyi,Kawthaung,1,235098.0,Y,690022,91971,0,Y,Yes,No,IDP
HH01423,Shan South,Taunggyi,3,284874.0,Yes,815055,32985,4,Yes,No,No,Resident
HH01424,Shan North,Muse,6,571909.0,Yes,308565,107172,1,N,Yes,No,Resident
HH01425,Chin,Tedim,2,354730.0,Yes,429729,5000,2,Yes,Yes,No,Returnee
HH01426,Bago,Bago,5,339384.0,No,0,0,3,Yes,No,No,IDP
HH01427,Shan North,Muse,6,771845.0,Yes,877064,28368,12,Unknown,No,No,Resident
HH01428,Mon,Mawlamyine,5,483443.0,Y,813498,137677,2,No,No,No,IDP
HH01429,Chin,Hakha,4,481019.0,Yes,655867,119809,8,Y,No,No,IDP
HH01430,Bago,Pyay,6,353454.0,N,0,0,1,N,No,No,Resident
HH01431,Kayin,Hpa-An,5,312653.0,Yes,703829,146434,8,Yes,No,No,Resident
HH01432,Mandalay,Myingyan,3,50000.0,Y,278263,74630,1,Yes,No,No,Resident
HH01433,Mandalay,Mandalay,5,594373.0,N,0,0,3,No,No,No,Resident
HH01434,Rakhine,Mrauk-U,7,500696.0,No,0,0,0,Y,No,No,IDP
HH01435,Kachin,Putao,6,387750.0,Yes,885607,66431,12,Unknown,No,No,Resident
HH01436,Magway,Pakokku,5,395299.0,Y,1053277,55558,12,Yes,No,No,Resident
HH01437,Kayah,Hpruso,4,552506.0,no,0,0,1,No,Yes,No,Resident
HH01438,Shan North,Laukkaing,2,140152.0,no,0,0,2,Yes,No,No,Resident
HH01439,Kachin,Putao,3,313821.0,Yes,1374280,170499,2,No,No,No,IDP
HH01440,Tanintharyi,Dawei,1,215465.0,N,0,0,1,Y,No,No,Resident
HH01441,Ayeyarwady,Myaungmya,9,738872.0,No,0,0,3,N,No,No,Resident
HH01442,Rakhine,Kyaukphyu,3,577618.0,Yes,748725,99867,3,Yes,Yes,No,Resident
HH01443,Tanintharyi,Kawthaung,6,50000 MMK,Y,1067085,21576,2,Yes,Yes,No,IDP
HH01444,Kayin,Hpa-An,3,147523.0,Y,190800,131539,0,Yes,No,Yes,Resident
HH01445,Magway,Minbu,4,396178.0,Y,745896,64807,8,Yes,No,No,Resident
HH01446,Sagaing,Monywa,4,334961.0,yes,653893,5000,0,Yes,No,No,Resident
HH01447,Tanintharyi,Myeik,4,181611.0,No,0,0,2,N,No,No,Resident
HH01448,Tanintharyi,Myeik,6,770057.0,Y,583303,41113,0,Yes,No,No,Resident
HH01449,Ayeyarwady,Hinthada,8,476257.0,No,0,0,0,Yes,No,No,Resident
HH01450,Magway,Magway,7,505467.0,Yes,971325,119776,0,No,No,Yes,Resident
HH01451,Kachin,Myitkyina,3,295437.0,No,0,0,1,Yes,Yes,No,IDP
HH01452,Sagaing,Shwebo,6,550009.0,no,0,0,3,Yes,No,No,Resident
HH01453,Sagaing,Kalay,3,351522.0,No,0,0,2,N,No,Yes,Resident
HH01454,Chin,Tedim,7,368998.0,Yes,851838,92796,3,Yes,No,Yes,Returnee
HH01455,Shan South,Taunggyi,5,529980.0,Y,125929,101579,3,Yes,No,No,Resident
HH01456,Sagaing,Kalay,4,126780.0,no,0,0,0,No,No,No,IDP
HH01457,Tanintharyi,Dawei,3,707465.0,yes,870289,131034,0,Yes,No,No,Resident
HH01458,Kayin,Myawaddy,1,452830.0,Y,1391373,5000,2,Yes,No,No,IDP
HH01459,Chin,Tedim,3,650570.0,No,0,0,3,Yes,No,No,Resident
HH01460,Rakhine,Mrauk-U,7,226424.0,Y,514033,41598,2,Yes,Yes,No,IDP
HH01461,Bago,Taungoo,6,,yes,710378,75603,1,N,No,No,IDP
HH01462,Kachin,Bhamo,8,210858.0,yes,568071,121242,4,Yes,No,No,Resident
HH01463,Sagaing,Kalay,2,465054.0,yes,264505,28150,0,Yes,No,No,Resident
HH01464,Sagaing,Monywa,5,431877.0,No,0,0,3,Yes,No,No,Resident
HH01465,Bago,Taungoo,3,336406.0,Yes,291521,58785,0,Unknown,No,No,Resident
HH01466,Magway,Magway,5,237468.0,Y,219993,72814,3,Yes,No,No,Returnee
HH01467,Shan South,Taunggyi,4,192013.0,Yes,592078,39607,1,N,No,No,Resident
HH01468,Kayah,Loikaw,4,411273.0,Yes,955818,72322,3,Yes,No,No,IDP
HH01469,Ayeyarwady,Myaungmya,5,336194.0,No,0,0,0,Unknown,No,No,Resident
HH01470,Sagaing,Shwebo,3,296591.0,Y,1021927,66223,2,Yes,No,No,Resident
HH01471,Mon,Thaton,5,698476.0,yes,641532,49675,0,Yes,No,No,Returnee
HH01472,Shan North,Lashio,5,405181.0,N,0,0,3,No,No,No,Resident
HH01473,Kayin,Myawaddy,3,648608.0,yes,647534,107050,0,Yes,No,No,Resident
HH01474,Mandalay,Myingyan,8,324015.0,N,0,0,0,No,No,No,Resident
HH01475,Tanintharyi,Dawei,5,464060.0,N,0,0,3,No,Yes,No,Resident
HH01476,Kachin,Bhamo,6,410014.0,Yes,506033,98329,0,No,Yes,Yes,Resident
HH01477,Kayin,Myawaddy,5,114428.0,Y,365539,109157,1,Yes,No,No,Resident
HH01478,Kayah,Hpruso,6,677101.0,Yes,447033,113326,4,No,No,No,Resident
HH01479,Chin,Hakha,6,,Yes,671342,143443,4,Yes,No,No,IDP
HH01480,Kayah,Demoso,7,554355.0,Yes,246076,8572,8,Unknown,No,No,Resident
HH01481,Mandalay,Myingyan,5,284635.0,yes,434324,12693,1,No,Yes,Yes,Resident
HH01482,Sagaing,Monywa,4,390328.0,N,0,0,2,No,No,Yes,Resident
HH01483,Kachin,Putao,2,263967.0,no,0,0,4,Y,No,No,Resident
HH01484,Magway,Minbu,5,642480.0,no,0,0,0,No,No,No,IDP
HH01485,Kayah,Hpruso,2,476054.0,yes,166043,102970,3,No,No,No,Resident
HH01486,Mon,Thaton,3,486070.0,Yes,648537,53414,0,Yes,No,No,Resident
HH01487,Mandalay,Myingyan,2,664473.0,yes,514563,48124,8,No,No,No,Resident
HH01488,Sagaing,Kalay,5,628141.0,yes,1227629,41902,3,Yes,No,No,Resident
HH01489,Magway,Minbu,3,557762.0,yes,187253,110822,2,Yes,No,Yes,Resident
HH01490,Rakhine,Mrauk-U,5,164089.0,Yes,574486,166745,2,Y,No,No,Resident
HH01491,Chin,Tedim,6,294778.0,Yes,465828,113069,0,Yes,No,No,Resident
HH01492,Kayin,Myawaddy,7,239300.0,no,0,0,1,No,No,No,Resident
HH01493,Sagaing,Monywa,4,550956.0,Yes,1028769,51540,3,Yes,No,No,Resident
HH01494,Kachin,Putao,5,450717.0,No,0,0,2,Yes,No,No,Resident
HH01495,Kayah,Hpruso,5,169708.0,No,0,0,2,Y,No,Yes,Resident
HH01496,Kayin,Myawaddy,5,386026.0,Yes,389978,108361,0,Yes,No,No,Resident
HH01497,Rakhine,Sittwe,5,151060.0,Yes,851212,11523,3,No,No,No,Resident
HH01498,Ayeyarwady,Hinthada,3,410432.0,no,0,0,1,No,Yes,No,Resident
HH01499,Kayin,Myawaddy,9,122033.0,yes,255048,5000,0,Y,Yes,No,Resident
HH01500,Bago,Pyay,2,515189.0,yes,858385,63218,8,Yes,No,No,Resident
